"sex","marital","date1a","date2a","act87a","act87b","party","race","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart4","date4a","date4b","stud","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","age","zipcode","educ2","inc"
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,1,2,37,20109,6,8
1,1,2,2,2,NA,1,4,2,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,53,76036,4,7
1,5,NA,NA,NA,NA,3,1,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,84,99999,6,7
1,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,1,2,2,2,43,44055,3,6
1,1,NA,NA,NA,NA,2,2,2,2,2,2,6,1,2,3,NA,NA,NA,NA,NA,81,99999,3,1
2,6,2,2,1,NA,2,2,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,46,20020,3,4
1,6,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,20,27265,4,6
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,64,32207,3,8
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,26,75019,6,8
1,1,2,NA,1,NA,9,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,52,52246,4,5
2,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,22,78666,6,5
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,2,43,61801,6,8
2,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,30,15644,8,5
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,64,5446,3,5
2,1,2,2,NA,1,9,1,NA,NA,NA,NA,NA,2,2,3,1,2,1,2,2,56,47362,3,99
2,1,2,2,NA,2,1,3,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,50,7747,6,7
1,6,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,23,60432,6,9
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,51,60013,8,8
2,3,NA,2,NA,NA,2,1,2,2,1,1,3,1,1,3,NA,NA,NA,NA,NA,56,72012,4,1
2,5,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,69,55406,8,6
1,6,2,2,NA,1,1,1,1,2,2,2,4,1,1,3,2,2,2,2,2,28,99999,3,99
1,3,2,NA,2,NA,3,2,1,2,1,1,2,8,2,3,NA,NA,NA,NA,NA,60,48102,6,6
1,6,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,22,93210,3,1
2,6,2,NA,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,50,98052,6,7
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,37,37322,6,5
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,25,61101,4,2
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,35,44646,6,8
2,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,2,2,3,2,1,2,2,2,33,31701,6,6
2,6,2,1,1,NA,2,1,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,2,26,18014,3,1
1,6,2,2,1,NA,3,1,1,1,1,2,1,1,2,3,2,2,2,2,2,53,23462,6,4
2,1,1,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,41,25177,4,8
1,1,1,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,33,29579,3,6
1,6,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,1,2,29,98661,6,4
2,5,NA,NA,NA,NA,1,2,8,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,72,28215,2,2
2,4,2,2,NA,1,4,2,NA,NA,NA,NA,NA,2,2,3,1,2,1,1,2,55,33331,6,7
2,1,1,1,1,NA,2,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,28,93955,8,4
1,6,2,2,NA,2,3,3,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,23,73112,7,7
2,1,NA,NA,NA,NA,4,1,2,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,27,37355,3,1
2,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,66,46962,4,5
1,6,1,1,NA,1,2,3,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,23,48104,8,4
1,1,NA,NA,NA,NA,2,1,1,1,1,1,5,2,1,3,NA,NA,NA,NA,NA,79,85344,2,4
2,1,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,29,46528,4,5
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,65,65085,3,99
2,2,1,1,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,35,33755,6,5
1,6,1,NA,1,NA,3,1,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,26,30044,3,1
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,60,1907,6,9
2,5,2,2,NA,2,4,1,1,1,1,2,NA,1,1,3,NA,NA,NA,NA,NA,51,37918,1,1
1,1,2,2,2,NA,4,2,2,2,1,1,3,2,2,3,NA,NA,NA,NA,NA,27,49015,3,1
2,1,2,2,NA,1,9,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,60,49508,5,99
1,6,1,1,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,43,36695,3,3
2,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,2,1,2,1,2,2,19,98225,4,6
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,2,1,1,2,2,36,76458,3,1
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,62,73069,8,8
1,1,2,2,NA,2,2,1,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,NA,NA,59,95821,8,8
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,34,63376,5,6
1,2,2,2,1,NA,1,1,NA,NA,NA,NA,NA,9,9,3,2,2,2,2,2,56,33755,4,5
1,3,2,2,1,NA,3,4,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,63,88030,6,3
1,1,NA,NA,NA,NA,2,6,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,50,96130,1,3
2,1,2,2,NA,1,1,3,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,47,96819,4,5
1,1,2,2,NA,2,2,1,2,2,2,2,3,1,2,3,NA,NA,NA,NA,NA,72,44221,5,5
2,1,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,70,49504,8,4
1,6,1,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,2,2,35,27278,6,1
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,8,2,3,2,2,2,2,2,39,20853,6,9
2,5,2,NA,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,77,98103,4,3
2,1,2,2,1,NA,1,2,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,40,85308,6,6
2,1,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,54,55921,6,4
2,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,31,84129,3,5
