"sex","marital","date1a","date2a","act87a","act87b","party","race","bbsmart1","bbsmart2","bbsmart3a","bbsmart3b","bbsmart4","date4a","date4b","stud","snsjob1a","snsjob1b","snsjob1c","snsjob2a","snsjob2b","age","zipcode","educ2","inc"
1,2,2,2,2,NA,9,1,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,69,15370,5,9
1,6,2,2,NA,1,3,3,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,2,22,95122,5,98
2,6,2,2,NA,1,1,1,1,2,1,2,1,1,2,3,2,2,2,2,2,18,84074,3,6
1,3,1,1,NA,2,3,1,1,2,1,2,1,1,2,3,NA,NA,NA,NA,NA,64,87106,8,6
2,5,NA,NA,NA,NA,3,1,2,2,1,1,2,2,2,3,NA,NA,NA,NA,NA,73,44683,3,2
2,1,2,2,2,NA,4,1,NA,NA,NA,NA,NA,2,8,3,NA,NA,NA,NA,NA,57,98248,5,5
1,2,2,NA,1,NA,1,6,1,2,1,1,2,2,1,3,2,2,2,2,2,36,12321,3,2
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2,27,89110,4,4
1,1,2,NA,2,NA,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,68,97215,3,8
1,6,1,2,2,NA,3,1,NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,42,97217,6,6
2,1,2,2,1,NA,9,1,1,1,2,2,6,1,1,3,2,2,2,2,2,65,99999,6,98
1,6,1,1,NA,1,2,4,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,21,93065,6,7
1,1,2,2,NA,1,2,5,1,2,2,2,NA,1,2,3,1,2,1,1,2,44,11236,98,3
1,1,2,2,NA,2,3,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,62,19522,8,8
1,4,1,NA,NA,1,2,2,1,1,2,1,5,2,2,3,1,1,2,1,2,50,10035,3,2
2,6,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,39,48105,8,2
2,6,1,1,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,20,75074,3,2
1,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,47,47944,3,1
1,5,2,2,1,NA,4,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,44,30165,4,6
1,5,1,NA,2,NA,5,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,57,70506,3,3
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,49,75181,4,6
2,5,NA,NA,NA,NA,1,1,1,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,63,35150,3,98
2,3,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,41,48708,4,99
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,2,50,36068,6,8
1,3,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,1,45,18964,4,8
2,6,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,32,20872,6,98
1,2,2,2,1,NA,3,1,1,1,1,2,3,2,2,2,2,2,2,2,2,45,27030,4,4
2,2,2,NA,2,NA,2,1,2,2,1,1,6,9,9,3,NA,NA,NA,NA,NA,66,48047,4,2
2,6,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,33,45701,8,3
1,1,2,2,NA,2,5,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,30,33322,6,5
1,4,NA,NA,NA,NA,3,1,2,2,9,9,NA,2,2,2,NA,NA,NA,NA,NA,38,55404,1,2
2,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,2,2,3,1,2,1,1,2,34,19702,6,8
2,5,NA,NA,NA,NA,3,1,2,2,1,8,5,1,1,3,NA,NA,NA,NA,NA,92,78948,1,1
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,55,53098,4,6
1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,9,1,3,NA,NA,NA,NA,NA,55,77535,4,8
1,6,1,NA,NA,1,1,1,2,2,2,2,NA,1,1,3,2,2,2,2,2,53,65101,3,3
2,3,2,2,NA,1,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,48,23464,6,7
1,3,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,58,70508,8,3
1,4,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,43,11232,6,5
2,3,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,49,15670,8,6
1,1,2,2,2,NA,2,2,1,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,35,60002,3,2
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,67,2467,8,7
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,1,3,2,1,2,2,2,33,76901,8,8
1,3,2,2,NA,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,60,21221,3,2
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,8,2,56,75098,8,6
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,30,65583,8,6
1,1,1,2,1,NA,2,8,8,8,1,8,1,2,2,3,2,2,2,2,2,67,74701,5,7
1,1,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,8,2,3,NA,NA,NA,NA,NA,67,99999,4,99
2,1,2,2,NA,1,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,68,75686,8,6
2,6,2,NA,1,NA,4,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,57,36701,8,5
2,5,NA,NA,NA,NA,3,1,2,2,2,2,NA,1,2,3,NA,NA,NA,NA,NA,79,38053,3,5
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,41,13901,8,8
1,3,2,NA,NA,2,4,1,2,2,1,2,6,1,2,3,NA,NA,NA,NA,NA,65,95961,3,1
1,1,2,2,2,NA,2,4,NA,NA,NA,NA,NA,8,9,3,NA,NA,NA,NA,NA,67,33901,8,8
1,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,20,90024,3,9
2,6,1,1,NA,1,3,1,NA,NA,NA,NA,NA,1,2,1,1,2,2,2,2,19,17844,4,6
2,3,1,NA,NA,1,2,1,1,2,1,1,1,2,2,3,2,2,2,2,2,56,93308,3,1
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,46,89135,5,9
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,21,78666,3,1
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,8,3,1,1,1,2,2,34,28112,8,6
1,6,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,55,98755,3,98
1,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,34,92116,4,8
2,1,2,NA,2,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,37,98225,5,6
1,1,2,2,1,NA,2,1,2,2,1,2,3,1,2,2,1,2,1,2,2,26,99362,3,4
2,3,1,2,2,NA,3,1,2,9,1,1,3,1,2,3,NA,NA,NA,NA,NA,65,87937,5,1
2,6,1,1,NA,1,3,4,NA,NA,NA,NA,NA,1,2,1,2,2,1,2,2,21,95621,3,6
1,2,2,2,NA,1,2,1,1,1,2,2,5,1,1,3,2,2,1,1,2,24,27837,8,5
2,2,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,74,34236,6,99
2,3,1,NA,NA,1,1,1,1,1,1,2,NA,1,1,3,1,1,1,2,2,57,37814,5,2
2,5,NA,2,NA,NA,4,3,2,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,72,96782,3,1
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,47,54915,6,9
1,6,1,1,1,NA,2,1,NA,NA,NA,NA,NA,1,2,2,1,2,1,1,2,24,60613,6,6
1,6,2,2,1,NA,2,1,1,2,1,1,3,1,1,3,2,2,1,2,2,19,78413,3,8
2,6,NA,NA,NA,NA,4,1,2,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,57,78211,1,1
1,1,2,NA,NA,1,4,1,1,2,1,2,1,1,1,3,2,2,2,2,2,44,57501,3,3
1,1,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,29,76133,8,6
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,34,54915,8,8
1,6,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,1,3,1,2,2,2,2,23,80913,3,4
1,6,2,2,NA,1,3,2,1,1,1,1,1,2,2,3,2,2,2,2,2,26,74106,3,3
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,8,2,3,2,2,2,2,2,68,39047,6,99
1,2,NA,NA,NA,NA,3,2,2,2,1,1,9,2,2,3,NA,NA,NA,NA,NA,56,93534,3,98
2,4,2,2,1,NA,4,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,1,2,55,92243,1,1
2,6,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,31,95831,6,6
2,2,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,2,36,98503,6,7
2,5,2,2,2,NA,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,83,95831,8,2
1,3,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,1,3,1,1,1,1,2,99,73104,8,7
2,3,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,54,94568,8,9
2,3,2,2,NA,1,3,1,2,2,1,1,1,2,2,3,2,2,2,2,2,45,95677,3,2
1,6,2,2,NA,1,3,2,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,18,79936,4,1
1,1,2,2,NA,1,2,1,2,1,1,1,2,1,1,3,1,1,1,1,2,53,38965,3,4
1,6,2,2,1,NA,8,2,NA,NA,NA,NA,NA,1,2,3,1,1,2,2,2,18,35473,3,98
1,3,NA,NA,NA,NA,3,1,2,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,62,37370,3,4
1,4,2,NA,NA,2,3,2,2,1,1,2,1,2,2,3,NA,NA,NA,NA,NA,58,28205,1,3
1,1,NA,NA,NA,NA,9,6,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,73,99999,1,2
1,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,8,3,2,2,2,2,2,98,37918,6,98
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,2,8,3,1,2,1,2,2,45,51041,6,8
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,62,12115,8,9
2,2,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,2,1,1,2,2,2,43,94401,6,9
2,6,2,2,NA,1,8,1,NA,NA,NA,NA,NA,1,1,1,2,2,1,2,2,20,84096,3,4
2,3,NA,2,NA,NA,3,1,1,1,2,2,NA,8,1,3,NA,NA,NA,NA,NA,72,22735,3,2
1,6,2,NA,NA,1,9,6,2,2,1,1,2,1,1,3,2,2,2,2,2,50,90606,1,2
1,5,NA,NA,NA,NA,3,1,2,2,8,2,NA,1,1,3,NA,NA,NA,NA,NA,70,81154,6,3
1,1,1,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,44,89143,6,6
2,4,NA,NA,NA,NA,4,1,1,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,52,95076,1,1
1,2,1,1,NA,1,4,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,34,94611,8,9
2,3,1,2,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,52,89021,5,2
2,5,NA,2,NA,NA,3,4,1,2,1,1,3,2,1,3,NA,NA,NA,NA,NA,57,89121,2,1
1,2,2,2,NA,2,2,1,2,2,1,1,3,1,1,3,NA,NA,NA,NA,NA,64,90281,3,2
2,6,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,23,92325,3,1
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,2,1,2,1,2,2,46,98053,5,7
1,3,1,NA,NA,2,3,1,2,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,60,83402,4,2
1,6,2,NA,NA,1,3,1,NA,NA,NA,NA,NA,8,8,3,2,2,2,2,2,54,95060,5,1
2,5,2,2,NA,1,4,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,72,97213,4,3
1,1,2,2,NA,1,2,6,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,38,91345,6,2
1,6,2,2,2,NA,3,2,NA,NA,NA,NA,NA,1,8,3,NA,NA,NA,NA,NA,31,78242,5,99
2,3,2,NA,NA,2,1,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,56,80128,3,5
2,1,1,2,1,NA,3,2,1,2,1,2,3,1,1,3,2,2,2,2,2,29,46225,4,5
1,1,NA,NA,NA,NA,3,1,1,2,8,2,NA,1,8,3,NA,NA,NA,NA,NA,81,84120,3,99
1,1,2,NA,1,NA,1,5,8,8,1,1,1,1,1,3,2,2,2,2,2,51,59033,3,7
2,6,1,1,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,26,20016,8,1
2,3,2,NA,8,NA,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,56,98121,4,2
2,1,2,2,2,NA,2,2,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,60,16229,6,4
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,49,99686,7,9
2,1,2,NA,NA,2,3,1,2,2,8,2,NA,1,1,3,NA,NA,NA,NA,NA,63,64849,3,4
1,1,1,2,NA,2,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,66,99801,4,6
1,3,2,NA,2,NA,2,1,2,2,1,1,1,2,1,3,NA,NA,NA,NA,NA,61,48026,3,1
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,31,22314,6,9
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,64,64468,3,7
1,6,2,2,NA,2,4,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,28,88203,3,2
1,6,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,2,20,47302,4,6
2,6,1,1,1,NA,2,2,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,2,30,19143,5,1
1,1,2,NA,NA,2,2,2,2,2,2,2,NA,1,1,3,NA,NA,NA,NA,NA,57,14611,4,2
1,6,NA,NA,NA,NA,3,1,1,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,98,99999,1,2
2,4,1,2,NA,1,3,1,2,1,2,1,3,2,2,2,2,2,1,2,2,43,65803,4,2
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,2,36,60187,5,6
1,6,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,29,2920,6,7
1,2,NA,NA,NA,NA,3,1,1,2,1,2,NA,2,2,3,NA,NA,NA,NA,NA,64,51534,3,2
1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,29,10026,8,9
2,6,2,NA,2,NA,8,2,1,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,47,33404,2,1
1,5,NA,1,NA,NA,4,1,2,2,1,1,2,2,1,3,NA,NA,NA,NA,NA,60,68111,3,2
1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,2,1,3,1,2,2,2,2,55,52761,4,8
2,1,NA,NA,NA,NA,3,1,2,2,2,2,NA,2,2,3,NA,NA,NA,NA,NA,78,64482,4,5
1,2,2,2,NA,1,4,2,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,51,23451,4,6
2,1,2,2,NA,1,4,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,8,8,29,23325,6,6
2,3,2,1,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,54,44802,3,98
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,36,55016,4,5
2,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,50,60093,8,9
2,1,2,2,NA,1,4,3,NA,NA,NA,NA,NA,1,2,3,2,2,2,1,2,34,75004,6,2
2,6,2,NA,NA,2,1,2,1,2,1,1,5,2,2,3,NA,NA,NA,NA,NA,60,39051,3,3
1,6,1,1,1,NA,3,1,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,19,52314,4,4
1,3,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,39,36206,3,7
1,6,2,1,NA,1,3,1,2,2,1,1,3,2,2,3,2,2,2,2,2,24,53090,3,6
2,1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,72,50595,3,2
1,6,2,2,NA,1,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,19,62298,3,2
2,5,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,70,54016,3,99
1,1,2,1,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,1,2,57,79928,3,2
1,1,2,2,2,NA,3,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,38,98685,6,9
2,1,2,2,2,NA,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,37,83634,4,7
1,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,39,2131,8,7
2,3,2,2,NA,1,2,2,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,40,43232,6,98
2,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,23,1757,5,4
1,2,2,2,NA,2,3,1,NA,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA,NA,37,32724,3,8
1,1,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,8,3,2,2,1,2,2,54,28211,7,9
2,4,2,NA,NA,2,3,1,2,2,1,1,4,2,1,3,NA,NA,NA,NA,NA,21,12804,3,1
2,2,2,2,2,NA,2,1,2,8,1,2,3,2,2,3,NA,NA,NA,NA,NA,48,1904,5,5
2,4,2,NA,1,NA,3,1,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,24,48912,2,2
2,6,2,1,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,20,24202,3,1
2,1,2,2,NA,1,2,8,1,8,1,2,3,2,2,3,2,2,2,2,2,40,77808,3,4
2,4,2,2,1,NA,4,1,2,2,8,1,9,1,1,3,2,2,2,2,2,30,70449,2,98
2,6,1,1,NA,1,3,4,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,2,24,30214,4,8
2,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,61,33065,3,2
2,1,2,2,NA,2,1,9,NA,NA,NA,NA,NA,8,8,3,NA,NA,NA,NA,NA,62,6033,6,99
1,3,2,2,NA,2,2,2,1,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,49,46703,3,2
2,6,2,2,1,NA,3,1,1,1,1,2,1,2,2,3,2,1,2,2,2,22,68134,2,1
1,6,1,1,1,NA,9,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,42,63146,8,4
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,26,26711,5,4
1,1,NA,2,NA,NA,3,1,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,52,70523,3,7
2,6,NA,NA,NA,NA,3,6,2,2,1,1,2,2,1,3,NA,NA,NA,NA,NA,45,99999,1,1
2,2,2,NA,1,NA,4,1,2,2,1,1,1,1,1,3,2,2,2,2,2,35,20903,2,1
2,6,2,NA,1,NA,1,2,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,2,19,27616,3,5
1,1,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,1,3,1,2,2,1,2,61,30033,8,9
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,2,2,2,43,60515,8,99
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,8,9,3,2,2,2,2,2,56,10012,5,5
2,2,1,1,NA,1,2,2,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,41,33023,6,4
1,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,62,60134,6,6
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,69,77845,6,99
1,6,1,1,NA,1,3,1,2,2,2,2,NA,1,1,1,2,2,2,2,2,20,85233,4,4
1,4,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,34,27605,8,8
2,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,29,43004,6,8
2,3,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,36,75701,1,2
1,3,2,2,NA,2,4,1,2,2,1,2,1,2,2,3,NA,NA,NA,NA,NA,41,61604,3,4
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,2,2,2,1,2,2,43,92672,4,9
2,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,8,8,3,1,2,1,2,2,48,24073,6,8
1,3,1,1,1,NA,4,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,36,30354,6,5
2,3,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,2,2,57,43119,3,1
1,6,2,NA,NA,1,3,6,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,2,23,45885,3,1
1,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,32,8733,3,2
2,5,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,56,37914,8,7
1,1,2,2,NA,1,2,2,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,2,66,21234,8,9
1,6,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,47,78704,8,8
1,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,53,18944,3,8
1,9,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,1,2,2,2,2,67,80112,8,99
1,1,2,NA,NA,2,2,1,NA,NA,NA,NA,NA,1,1,3,NA,NA,NA,NA,NA,70,85641,3,4
1,1,2,2,NA,1,4,4,NA,NA,NA,NA,NA,8,2,3,2,2,2,2,2,40,39730,8,7
2,1,2,2,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,52,78219,8,5
2,6,2,NA,NA,2,3,1,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,64,48342,4,2
1,1,2,2,1,NA,5,1,NA,NA,NA,NA,NA,9,2,3,2,2,2,2,2,41,32563,8,9
2,2,1,2,NA,1,2,4,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,45,60005,5,98
1,6,2,2,1,NA,2,1,NA,NA,NA,NA,NA,2,1,1,2,2,2,2,2,22,50322,3,99
1,1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,2,8,3,2,2,2,2,2,62,23805,6,9
1,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,2,3,1,1,1,2,2,34,40502,8,8
1,1,2,2,NA,2,1,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,59,19460,6,9
2,1,1,2,1,NA,2,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,43,45113,4,5
1,1,2,NA,NA,1,3,4,NA,NA,NA,NA,NA,2,2,3,1,2,2,2,2,38,78374,6,4
1,2,1,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,1,2,45,17110,5,8
2,3,2,2,2,NA,1,1,2,2,8,1,3,2,2,3,NA,NA,NA,NA,NA,79,20814,6,98
2,3,2,NA,NA,1,4,1,2,2,1,1,2,1,1,3,1,2,1,2,2,27,78745,3,3
2,3,1,2,NA,1,4,1,NA,NA,NA,NA,NA,1,2,3,2,2,2,2,2,39,50461,4,4
2,5,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,1,2,3,NA,NA,NA,NA,NA,78,77015,4,3
1,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,2,2,3,1,1,1,1,2,45,12401,6,9
2,1,2,2,1,NA,2,2,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,41,46077,8,9
1,3,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,1,1,1,1,2,44,54302,3,8
1,6,2,2,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,2,2,18,17201,2,7
1,1,2,2,1,NA,1,1,NA,NA,NA,NA,NA,8,1,3,2,2,2,2,2,47,29607,8,9
1,2,2,2,NA,1,8,1,1,2,1,1,3,2,2,3,2,2,1,2,2,31,28328,1,3
1,4,1,1,NA,2,4,1,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,21,92595,2,7
1,1,1,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,70,92078,6,8
1,3,2,2,NA,1,2,2,1,1,8,8,NA,2,2,2,1,1,1,2,2,42,94806,8,4
2,5,1,1,1,NA,2,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,2,2,59,91405,4,9
2,6,2,2,1,NA,3,1,NA,NA,NA,NA,NA,1,2,3,2,2,1,2,2,25,98117,6,3
2,1,2,NA,1,NA,3,1,1,2,1,1,5,2,2,3,2,2,2,2,2,72,99999,3,99
2,3,2,NA,NA,1,3,3,NA,NA,NA,NA,NA,1,1,3,2,2,1,1,2,49,97030,3,4
2,3,1,2,1,NA,2,1,2,2,8,8,NA,1,1,3,2,2,2,2,2,62,54166,8,6
2,2,NA,2,NA,NA,2,2,1,1,1,1,1,2,2,3,NA,NA,NA,NA,NA,26,61605,5,1
2,1,2,2,1,NA,2,1,NA,NA,NA,NA,NA,1,1,3,1,2,2,2,2,39,78250,5,7
1,3,1,1,NA,1,3,1,NA,NA,NA,NA,NA,1,1,3,2,2,1,2,2,60,78628,6,8
2,1,2,2,NA,1,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,47,91741,8,9
2,3,2,NA,1,NA,3,1,NA,NA,NA,NA,NA,1,1,3,1,2,1,2,2,58,53813,8,4
2,1,2,2,1,NA,2,6,NA,NA,NA,NA,NA,2,2,3,2,2,2,2,2,55,85710,2,4
1,1,2,2,1,NA,8,6,2,1,1,1,1,2,1,3,2,2,2,2,2,40,75217,2,3
2,1,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,1,3,2,2,2,2,2,56,53190,6,7
