"player_name","player_api_id","overall_rating","gk_attr_total","games_played","leagues_played"
"Pedro Pereira",96854,64,44,12,1
"Rafael Bastos",96914,68,62,4,1
"Miguel Vitor",96937,76,128,13,1
"Ricardo Ferreira",96957,66,323,9,1
"Silva Laionel",96965,68,123,17,1
"Andre Pinto",96968,77,118,123,1
"Nikola Pokrivac",97038,69,141,17,1
"John Fleck",97194,68,131,18,1
"Pablo Mariano Granoche",97195,73,129,19,1
"Juan Quero",97226,71,147,9,1
"Ivan Bolado",97234,68,132,10,1
"Marc Crosas",97236,73,149,28,1
"Joseba Del Olmo",97257,65,148,2,1
"Manuel Arana",97319,74,144,44,1
"Jo Inge Berget",97323,74,126,2,1
"Ney Santos",97326,69,132,98,1
"Edder Farias",97331,67,56,7,1
"Luis Moran",97334,73,126,46,1
"Ante Puljic",97359,68,49,8,1
"Nilson",97363,78,380,104,1
"Serginho",97365,65,317,2,1
"Jusuf Dajic",97368,64,126,4,1
"Paulinho",97463,69,141,9,1
"Lex Immers",97470,73,129,185,1
"Joao Moreno",97484,71,140,106,1
"Henrique Sereno",97486,75,127,74,3
"Davide Lanzafame",97487,76,129,19,1
"Yves Hadley Desmarets",97488,73,140,55,2
"Kamel Ghilas",97489,71,126,26,2
"Pele",97490,75,149,17,1
"Geromel",97491,81,145,144,2
"Andrezinho",97493,68,122,46,2
"Luciano Amaral",97495,69,53,32,1
"Rabiola",97496,70,95,56,2
"Beto",97498,81,402,112,2
"Michelangelo Albertazzi",97502,69,92,23,1
"Jorge Goncalves",97508,70,130,53,2
"Andre Simoes",97509,70,53,32,1
"Ruben Ribeiro",97512,72,108,72,1
"Paulo Vinicius",97515,78,122,119,1
"Denis Tonucci",97521,68,103,17,1
"Alejandro Faurlin",97657,75,162,34,2
"Ytalo",97658,63,104,2,1
"Lynel Kitambala",97699,73,105,51,2
"Christian Strohdiek",97727,70,96,18,1
"Tayfun Pektuerk",97731,65,59,1,1
"Jan-Philipp Kalla",97732,65,129,4,1
"Daniel Schwaab",97734,75,128,166,1
"Srdjan Baljak",97737,72,119,1,1
"Jens Grahl",97746,70,340,12,1
"Nicolai Mueller",97747,77,107,116,1
"Timo Gebhart",97752,77,138,64,1
"Takashi Inui",97762,75,57,83,2
"Eros Pisano",97789,72,54,95,1
"Nikola Vujadinovic",97810,70,91,13,1
"Mario Fernandez Cuesta",97865,68,339,13,1
"Mohamed Shawky",97932,68,102,11,1
"Wilson Palacios",97988,80,157,91,1
"Eric Odhiambo",97992,61,48,21,1
"Pavel Vidanov",98027,65,45,64,1
"Shaleum Logan",98057,68,96,84,2
"Jay Simpson",98058,71,101,9,1
"Niklas Baerkroth",98209,68,107,5,1
"Teofilo Gutierrez",98220,79,124,20,1
"Boris Godal",98242,58,52,6,1
"Yuto Nagatomo",98254,79,61,139,1
"Chico Silva",98357,60,116,7,1
"Fabio Pacheco",98361,70,101,29,1
"Jorginho Sousa",98363,66,42,26,1
"Robson",98368,70,127,112,2
"Miguel Sandro",98369,70,146,27,1
"Diogo Rosado",98374,66,140,15,1
"Diogo Viana",98375,70,135,59,2
"Andre Marques",98382,71,150,59,2
"Bruno Miguel",98383,70,122,44,1
"Marco Soares",98385,63,134,31,1
"Chiro N'Toko",98401,64,42,5,1
"Jeremy Bokila",98407,70,61,3,1
"Josh Law",98959,61,53,56,1
"Levan Kenia",98997,70,137,4,1
"Zoran Tosic",99031,80,136,9,1
"David Zurutuza",99047,77,145,119,1
"Diego Ifran",99054,73,60,16,1
"Melvin Platje",99306,67,42,39,1
"Toze Marreco",99320,72,59,3,1
"Erik Bakker",99323,68,53,68,1
"Jose Manuel Casado",99333,75,140,109,1
"Alvaro Pereira",100033,80,143,102,3
"Marcos",101041,67,128,12,1
"Aaron Meijers",101042,69,54,167,1
"Gregory Arnolin",101070,78,124,97,2
"Nelson",101091,66,65,18,1
"Fernando",101103,80,139,164,2
"James McCarthy",101192,80,142,234,2
"Djalma",101197,73,134,61,1
"Felipe",101201,75,129,97,2
"Odion Ighalo",101419,77,68,76,3
"Diego Perotti",101422,80,138,136,2
"Jefferson",101426,69,118,7,1
"Felipe Pardo",101434,78,53,44,1
"Kyriakos Papadopoulos",101501,79,124,67,1
"Gilles Binya",101503,71,135,49,2
"Cassio",101584,78,389,9,1
"Freek Heerkens",101586,65,65,16,1
"Jonathan Reis",101588,75,102,44,1
"Genero Zeefuik",101589,68,54,54,1
"Oier Olazabal",101590,70,356,17,1
"Jonathan Lopez",101920,66,312,4,1
"Dame N'Doye",101969,80,121,18,1
"Javi Flores",101982,64,126,1,1
"Manu Herrera",101983,76,374,35,1
"Asier Goiria",102002,71,132,27,1
"Guyon Fernandez",102290,68,53,71,1
"Tunay Torun",102301,74,126,30,1
"Neil Taylor",102356,74,67,112,1
"Mario Martinez",102374,69,142,17,2
"Alberto Garcia",102394,70,352,6,1
"Adrian Colunga",102572,76,121,101,1
"Will Atkinson",102602,61,107,2,1
"Antonio Apono",102612,76,145,120,1
"Manuel Castro Pavon",102614,68,128,12,1
"Mario Bermejo",102619,76,145,51,1
"Carlos Martinez",102620,78,127,116,1
"Markel Bergara",102622,77,137,116,1
"Borja Viguera",102623,74,123,13,1
"Vasco Fernandes",102626,69,136,35,1
"Cristian Bustos",102628,69,145,2,1
"Sergio Pelegrin",102630,75,138,23,1
"David Rodriguez",102631,72,141,3,1
"Eke Uzoma",102658,67,132,1,1
"Foued Kadir",102699,75,124,97,2
"Helder Tiago Guedes",102716,72,53,33,1
"Stefan Nijland",102719,69,120,57,1
"Fouad Idabdelhay",102725,67,124,19,1
"Manuel Pascali",102777,67,126,191,1
"Salva Sevilla",102879,75,149,72,1
"Carlos Calvo",102912,71,143,26,1
"Rodnei",103089,75,109,55,1
"Diego Buonanotte",103139,77,152,19,1
"Ciprian Tatarusanu",103218,75,376,46,1
"Davide Astori",103266,80,127,222,1
"Elinton Andrade",103372,69,348,2,1
"Raul Rusescu",103386,72,44,12,1
"Andy King",103419,70,135,25,1
"Gabriel Torje",103424,74,61,45,2
"Costel Pantilimon",103428,76,378,52,1
"Yevheniy Konoplyanka",103450,82,49,15,1
"Johny Placide",103468,75,371,50,1
"Jean-Armel Kana-Biyik",103470,76,108,148,1
"Bouchaib El Moubarki",103482,60,114,5,1
"Jules Stephane Goda",103485,61,309,3,1
"Kafoumba Coulibaly",103487,72,140,91,1
"Michael Zullo",103684,67,106,21,1
"Robbie Kruse",103686,74,106,35,1
"Felipe Saad",103691,66,125,19,1
"Herve Bazile",103714,70,47,30,1
"Stephan Andrist",103846,66,46,75,1
"Milos Krstic",103862,64,65,10,1
"Adamo Coulibaly",103866,73,42,28,1
"Younousse Sankhare",103869,75,121,143,1
"Manuel Pamic",103882,67,123,2,1
"Ben Hutchinson",103888,64,107,3,1
"Siem de Jong",103899,78,141,130,2
"Emilio Nsue",103904,73,147,78,1
"Juanfran",103905,74,59,91,1
"Facundo Parra",103941,71,57,3,1
"Arnold Bouka Moutou",103964,70,60,12,1
"Tony Varela",104002,63,67,19,1
"Jerge Hoefdraad",104003,62,53,4,1
"Kelvin Maynard",104005,63,57,7,1
"Gerson Sheotahul",104010,64,143,29,1
"Ruud Boffin",104033,73,368,6,2
"Bas Dost",104045,79,119,153,2
"Teddy Chevalier",104377,72,132,119,2
"Bojan Jorgacevic",104378,72,358,102,1
"Roberto Rosales",104382,76,148,200,3
"Sebastien Bruzzese",104384,69,352,18,1
"Vusumuzi Prince Nyoni",104386,67,134,97,1
"Cyprien Baguette 23",104388,58,292,24,1
"Geoffrey Mujangi Bia",104389,75,130,54,3
"Brice Jovial",104392,72,119,22,1
"Nill De Pauw",104404,71,137,101,2
"Benjamin Mokulu Tembe",104406,70,100,53,1
"Robin Henkens",104410,66,68,49,1
"David Hubert",104411,70,126,115,1
"Giel Deferm",104415,63,131,45,1
"Georgi Makaridze",104432,61,320,2,1
"Levan Mchedlidze",104434,71,122,9,1
"Daryl Janmaat",104482,77,133,203,2
"Dario Lezcano",104646,71,50,127,2
"Riccardo Cazzola",104744,72,41,16,1
"Lorenzo Pasciuti",104778,71,40,19,1
"Jem Karacan",104911,72,132,21,1
"Andres Fernandez",104986,79,384,149,2
"Simon Church",105022,67,132,13,1
"Lauri Dalla Valle",105327,70,105,5,1
"Simao",105351,75,137,82,1
"Adrian Mrowiec",105526,64,133,86,2
"Kamil Wilczek",105535,70,113,98,2
"Abel Hernandez",105548,78,99,57,2
"Magnus Eriksson",105610,71,54,2,1
"John Bostock",105680,70,136,24,1
"Gal Shish",105695,64,53,17,1
"Gavin Hoyte",105826,67,113,1,1
"Fran Merida",105827,74,140,8,2
"Rafael",105828,75,363,69,1
"Nacer Barazite",105919,74,128,38,1
"Angel Montoro",105925,70,140,5,1
"Bakary Sare",106013,77,134,46,2
"Diego Angelo",106175,73,119,48,1
"Victor Moses",106228,76,131,97,1
"Luis Fernando Duarte Nunes 32",106286,70,127,34,1
"Filip Djordjevic",106292,80,114,61,2
"Ivan Kelava",106294,72,354,10,1
"Carlos Zambrano",106309,77,139,130,1
"Nikita Rukavytsya",106369,70,127,30,2
"Guus Joppen",106373,66,65,44,1
"Rydell Poepon",106474,69,116,165,1
"Martin Zeman",106559,66,136,14,1
"Gaston Sangoy",106600,71,62,21,1
"Demetris Christofi",106640,72,51,37,1
"Pavle Popara",106641,60,44,2,1
"Ryan Shotton",106910,71,128,34,1
"Pavels Steinbors",107001,66,331,47,1
"Sanel Jahic",107066,72,138,28,2
"Beram Kayal",107132,76,49,64,1
"Ched Evans",107216,69,117,3,1
"Ashley Barnes",107280,71,112,28,1
"Zoltan Stieber",107281,73,128,35,1
"Liam Hughes",107283,46,93,4,1
"Bira Dembele",107408,63,111,15,1
"Rudy Gestede",107415,73,48,14,1
"Badis Lebbihi",107416,54,116,1,1
"Eden Hazard",107417,89,130,240,2
"Armin Bacinovic",107502,77,128,36,1
"Theodor Gebre Selassie",107588,76,132,100,1
"Artem Kravets",107717,73,52,5,1
"Artis Lazdins",107792,60,60,18,1
"Didier Ovono",107806,70,349,85,2
"Krzysztof Maczynski",107848,68,52,82,1
"Nils Petersen",107920,76,111,58,1
"Alberto Botia",107929,77,137,133,1
"Victor Sanchez Mata",107930,76,128,184,2
"Kevin Koffi",107983,64,94,19,1
"Nicolas Lodeiro",107987,78,142,5,1
"Denis Halilovic",107994,65,133,15,1
"Georginio Wijnaldum",108038,80,133,207,2
"Elderson",108075,75,118,110,2
"Wojciech Trochim",108179,51,49,1,1
"Milan Djuric",108381,67,129,17,1
"Mate Jajalo",108401,73,139,101,2
"Milan Vilotic",108451,71,65,96,1
"Yohandry Orozco",108461,68,52,5,1
"Saif Ghezal",108521,69,97,73,1
"Ammar Jemal",108524,75,63,35,2
"Amine Mohamed Chermiti",108525,70,47,81,2
"Moussa Narry",108535,74,144,41,1
"Ever Banega",108568,82,154,149,1
"David Lomban",108572,74,130,88,1
"Stewart Murdoch",108760,56,47,14,1
"Paulo Henrique",108807,72,121,34,2
"Mario Balotelli",108808,84,118,116,2
"Kike Sola",108809,74,125,54,1
"James Gibson",108917,63,129,7,1
"Ivan Fatic",108956,67,133,3,1
"Vegar Eggen Hedenstad",108994,71,134,9,1
"Vincenzo Camilleri",109055,68,47,1,1
"Jack Rodwell",109058,77,141,84,1
"Sergio Romero",109060,78,392,101,4
"Ruud Vormer",109061,76,150,148,2
"Wilfried Moimbe",109065,69,116,15,1
"Marc Pfitzner",109087,67,55,6,1
"Jan Washausen",109088,60,60,1,1
"Alberto Paloschi",109121,77,106,132,2
"Gary Irvine",109147,64,54,78,1
"Craig Reid",109191,62,57,32,1
"Vicente Guaita",109222,80,397,138,1
"Sloan Privat",109280,71,107,62,1
"Pape M'Bow",109281,64,124,2,1
"Ruud Boymans",109288,73,114,53,1
"Mauricio Isla",109298,80,148,174,3
"Yann M'Vila",109330,82,132,158,3
"Jose Nadson",109331,68,48,37,1
"Wallace",109332,65,131,27,1
"Marco Davide Faraoni",109338,74,59,12,1
"Martyn Waghorn",109434,67,112,1,1
"Jay Rodriguez",109491,77,116,57,1
"Mohamed Chalali",109588,60,44,4,1
"Benjamin Police",109589,52,109,2,1
"Mohamed Youssouf",109590,55,118,2,1
"Omer Toprak",109615,81,135,151,1
"Wellington",109616,67,128,2,1
"Steven Nzonzi",109621,79,147,206,2
"Scott Fox",109622,62,305,70,1
"Jacob Lensky",109637,70,151,55,1
"Leroy Fer",109638,76,139,174,2
"Jordy Buijs",109639,67,42,154,1
"Vito Wormgoor",109647,69,59,156,1
"Mitchell Donald",109648,71,134,95,1
"Jan-Arie van der Heijden",109649,74,144,190,1
"Marco van Duin",109650,60,295,3,1
"Gregory van der Wiel",109651,78,126,177,2
"Vurnon Anita",109652,75,132,175,2
"John Goossens",109653,72,124,64,1
"Marc McAusland",109786,63,55,148,1
"James Tomkins",109897,75,124,143,1
"Jack Collison",109898,75,148,48,1
"Josimar Lima",110106,65,130,20,1
"Niels Vorthoren",110107,63,52,15,1
"Lex van Haeften",110108,56,273,1,1
"Ryan Koolwijk",110110,70,42,121,1
"Arjan van Dijk",110112,63,314,12,1
"Daan Bovenberg",110113,68,53,90,1
"Joshua John",110115,73,83,27,1
"Tim Breukers",110116,69,138,134,1
"Bart van Brakel",110128,63,57,6,1
"Rick Verbeek",110132,63,132,2,1
"Sjoerd Overgoor",110135,66,62,92,1
"Rik Sebens",110136,58,62,2,1
"Arnor Smarason",110137,67,121,3,1
"Calvin Jong-a-Pin",110138,68,129,59,1
"Geert Arend Roorda",110139,69,137,26,1
"Donovan Deekman",110140,65,131,6,1
"Jeroen Veldmate",110142,67,67,43,1
"Martijn van der Laan",110145,67,51,55,1
"Shkodran Metaj",110146,65,129,27,1
"Douglas",110147,79,121,130,1
"Marko Arnautovic",110148,79,118,136,3
"Kees van Buuren",110150,61,46,22,1
"Wesley de Ruiter",110154,66,328,42,1
"Gianluca Nijholt",110156,68,140,21,1
"Donny Gorter",110159,69,135,95,1
"Michiel Kramer",110161,74,65,71,1
"Kevin van Diermen",110168,67,119,45,1
"Aron Gunnarsson",110169,70,137,17,1
"Dion Malone",110184,68,51,104,1
"Ruud van de Rijt",110185,63,53,4,1
"Nacer Chadli",110189,79,58,124,2
"Melvin de Leeuw",110206,62,49,22,1
"Joey van den Berg",110214,72,51,109,1
"Brayan Angulo",110331,70,125,50,2
"Panagiotis Tachtsidis",110378,75,126,72,1
"Matias Omar Degra",110382,66,340,21,1
"Graham Cummins",110738,62,50,23,1
"Stergos Marinos",110878,71,146,39,1
"Matias Rodriguez",110883,73,51,1,1
"Chris Herd",110947,70,142,31,1
"Nikos Karelis",110948,73,49,7,1
"Srdjan Blazic",111025,64,326,12,1
"Matias Alustiza",111033,74,46,1,1
"Callum McGregor",111060,67,54,23,1
"Christian Bekamenga",111068,71,81,17,1
"Zsolt Laczko",111182,68,35,7,1
"Laure",111190,74,136,93,1
"Thomas Bosmel",111193,63,321,3,1
"Ismaila N'Diaye",111194,64,127,32,2
"Marco Pappa",111199,71,132,2,1
"Vicente Iborra",111237,81,131,147,1
"Loic Nestor",111703,65,108,9,1
"Selim Bouadla",111704,64,101,6,2
"Simone Romagnoli",111739,71,55,36,1
"Mauro Vigorito",111741,65,320,1,1
"Daniele Ragatzu",111747,70,107,8,1
"Mathieu Dossevi",111787,75,117,129,2
"Luca Siligardi",111794,73,123,34,1
"Kyle Naughton",111800,74,141,95,1
"Alfred N'Diaye",111801,77,127,111,3
"Simone Benedetti",111818,70,50,4,1
"Jean-Philippe Sabo",111819,64,113,1,1
"Daniel Opare",111858,75,109,39,2
"Kwadwo Asamoah",111862,82,147,176,1
"Maynor Figueroa",111865,76,143,208,1
"Efrain Juarez",111885,79,140,20,2
"Marco Fabian",111897,75,118,9,1
"Michael Basser Chretien",111909,76,145,69,1
"Amadou Sidibe",111917,63,140,17,1
"Chaker Zouaghi",111925,63,52,29,1
"Ahmed El Mohamady",111930,77,47,109,1
"Gilberto",111973,65,41,23,1
"Manucho",111975,76,109,70,2
"Tsepo Masilela",111994,73,121,11,1
"Emmanuel Mayuka",112012,73,61,54,3
"Khaled Adenon",112027,64,130,3,1
"Kagisho Dikgacoi",112035,72,141,32,1
"Erwin Mulder",112107,74,377,150,1
"Diallo Guidilleye",112117,69,58,5,1
"Charlison Benschop",112119,73,110,58,3
"Serhat Koc",112122,66,114,3,1
"Paul Hanlon",112123,65,125,149,1
"Igor Martinez",112204,72,50,5,1
"Cala",112205,74,119,63,2
"David Obua",112297,69,153,69,1
"Vitor Gomes",112397,72,131,101,1
"Roberto",112424,72,79,33,1
"Erik Falkenburg",112471,70,146,159,1
"Lorenzo Ariaudo",112476,74,117,72,1
"Maikel van der Werff",112477,73,49,75,1
"Boubacar Mansaly",112561,60,113,1,1
"Hans Martinez",112563,70,42,1,1
"John Paul Kissock",112585,63,45,2,1
"Ariel Borysiuk",112656,70,130,123,2
"Michael Kovacevic",112704,69,124,85,1
"Ignacio Camacho",112758,81,142,134,1
"Marinho",112801,72,128,119,1
"Carlos Labrin",112848,69,67,9,1
"Joao Luiz",112881,65,133,51,1
"Emil Lyng",112934,62,116,4,2
"Mads Albaek",112935,72,127,25,1
"Adrian Nikci",112976,68,128,55,2
"Roman Buerki",112978,80,398,178,2
"Aron Liechti",112979,56,119,2,1
"Michael Siegfried",112981,59,59,63,1
"Hal Robson-Kanu",113005,68,113,13,1
"Emir Sinanovic",113186,49,125,12,1
"Rostyn Griffiths",113189,66,130,17,1
"Moreno Costanzo",113227,69,115,172,1
"Mike Gomes",113231,55,46,24,1
"Maxime Vuille",113232,54,125,1,1
"Burim Kukeli",113235,65,116,137,1
"Ridge Munsy",113237,65,64,22,1
"Janko Pacar",113238,59,119,5,1
"Fabio Daprela",113239,70,114,30,3
"Sander Fischer",113270,70,60,66,1
"Joey Suk",113292,63,45,15,2
"Mauro Dos Santos",113311,72,53,57,1
"Facundo Sebastian Roncaglia",113318,79,100,108,2
"Jens Hegeler",113340,75,123,76,1
"Pascal Schuerpf",113422,58,125,24,1
"Junior Hoilett",113465,78,124,83,1
"Bruno Severino",113517,67,42,2,1
"Lucas Armando Mareque",113599,71,60,39,1
"Adrian Daniel Calello",113604,61,56,8,1
"Hernan Dario Bernardello",113627,76,145,68,1
"Mauro Formica",113631,72,64,28,2
"Mateo Pablo Musacchio",113672,81,128,117,1
"Cristian Alvarez",113695,77,380,70,1
"Mariano Angel Paglialunga",113702,68,60,1,1
"Milton Joel Caraglio",113757,73,50,3,1
"Santiago Morero",113762,72,131,54,1
"Lucas Pratto",113769,79,59,4,1
"Chris Basham",113772,69,137,7,1
"Nicolas Bianchi Arce",113774,71,54,5,1
"Jonathan Cristaldo",113792,74,63,19,1
"Damian Leandro Casalinuovo",113794,70,122,22,1
"Danny Welbeck",113836,80,105,99,1
"Victor Vazquez",113868,77,129,69,1
"Mirko Boland",113902,72,60,29,1
"Liam Bridcutt",113908,74,129,19,1
"Claudio Yacob",113968,79,41,100,1
"Marcos Antonio",113976,73,55,15,2
"Stjepan Kukuruzovic",114011,63,45,67,1
"Vullnet Basha",114016,67,124,48,1
"Mathieu Debonnaire",114018,56,279,8,1
"Alexandre Pasche",114021,62,110,49,1
"Tony Jantschke",114025,80,133,147,1
"Alvaro Dominguez",114044,78,132,146,2
"Thomas Piermayr",114068,60,121,16,1
"Cristian Gamboa",114076,74,56,1,1
"David Witteveen",114158,69,45,5,1
"Miro Varvodic",114211,68,322,7,1
"Goran Jozinovic",114212,57,50,15,1
"Mario Maloca",114215,71,57,18,1
"Mario Ticinovic",114216,64,58,22,1
"William Buckley",114218,72,90,9,1
"Jack Compton",114222,63,47,3,1
"Dejan Lovren",114268,80,129,144,2
"Silvio Rodic",114270,61,305,25,1
"Lukas Marecek",114333,71,140,35,2
"Joel Ekstrand",114337,71,147,4,1
"Cristian Maidana",114339,74,142,6,1
"Wesley",114364,76,139,19,1
"Valery Nahayo",114368,68,104,19,1
"Luca Di Matteo",114475,66,119,2,1
"Kevin Pezzoni",114492,70,128,62,1
"Victor Aquino",114499,68,61,2,1
"Abiola Dauda",114503,69,118,22,2
"Kevin Strootman",114558,81,88,136,2
"Helton Dos Reis",114582,51,107,2,1
"Juan Angel Neira",114601,68,54,1,1
"Jan Moravek",114650,73,144,54,1
"Mateus",114651,74,139,90,1
"Daniel Pavlovic",114664,65,128,137,2
"Fabiano Oliveira",114671,68,128,4,1
"Lucas Wilchez",114672,74,49,1,1
"Jonathan Urretaviscaya",114680,75,143,31,2
"Claudemir",114688,76,136,65,2
"Emiliano Ariel Dudar",114715,68,118,60,1
"Mouhcine Iajour",114716,62,122,2,1
"Pedrinho",114724,71,127,95,2
"Nick von Niederhausern",114735,59,65,42,1
"Marwin Hitz",114737,77,380,89,1
"Luca Zuffi",114738,76,58,98,1
"Anthony Sauthier",114742,63,119,39,1
"Vincenzo Rennella",114746,72,113,33,3
"Manolo Reina",114762,72,353,18,1
"Miguel Britos",114769,77,134,151,2
"Lukas Schenkel",114789,60,96,82,1
"Adrian Winter",114790,66,121,129,1
"Jerome Thiesson",114792,60,113,192,1
"Pa Modou Jagne",114794,65,128,122,1
"Michal Pazdan",114816,69,62,143,1
"Michal Gliwa",114817,61,298,69,1
"Grzegorz Sandomierski",114822,68,337,104,1
"Luis Alfonso Henriquez",114827,68,140,106,1
"Fabian Giefer",114963,74,359,42,1
"Paulinho",114971,81,52,31,1
"Bartosz Kaniecki",115006,59,286,17,1
"Leo Fortunato",115018,71,113,1,1
"Nemanja Matic",115067,84,151,154,3
"Martin Juhar",115068,63,63,11,1
"Mariusz Przybylski",115143,68,63,107,1
"Brown Ideye",115160,76,115,93,3
"Julio Cesar Machado",115171,73,151,2,1
"Danijel Subasic",115184,81,403,108,1
"Sreten Sretenovic",115190,67,93,27,1
"Guilherme Santos",115229,71,147,17,1
"Anton Sloboda",115253,63,44,52,1
"Kristian Kolcak",115266,62,71,20,1
"Michal Peskovic",115268,66,333,79,1
"Fabian Monzon",115297,74,126,60,3
"Cristian Pasquato",115330,74,121,8,1
"Matija Skarabot",115373,63,45,13,1
"Goran Galesic",115377,65,52,6,1
"Sebino Plaku",115392,63,52,14,1
"Delvin N'Dinga",115429,75,134,70,1
"Ridge Mickael Mobulu",115440,52,52,1,1
"Paulo Arantes",115488,62,38,12,1
"Goldim Diego Gaucho",115489,67,102,52,1
"Luis Manuel",115495,67,46,48,1
"David Simao",115512,74,65,121,1
"Luisinho",115519,75,49,77,2
"Eder Sciola",115525,67,98,18,1
"Zaur Sadaev",115585,70,100,20,1
"Ricardo Rodriguez",115591,83,130,150,2
"Konstantin Rausch",115670,75,114,165,1
"Mark Ridgers",115675,60,303,25,1
"Jake Livermore",115681,74,137,80,1
"Leonardo Sanchez",115700,67,51,11,1
"Dejan Skolnik",115719,69,57,37,1
"Jules Reimerink",115723,66,57,11,1
"Grzegorz Kuswik",115724,68,129,76,1
"Nemanja Nikolic",115739,74,53,30,1
"Baba",115798,76,134,101,2
"Hiroshi Kiyotake",115847,77,54,111,1
"Ramon Cecchini",115862,57,57,7,1
"Kristian Kuzmanovic",115863,57,63,2,1
"Garath McCleary",115980,72,116,15,1
"El Fardou Ben Nabouhane",116011,54,103,1,1
"Eoin Doyle",116085,66,109,34,1
"Jose Velazquez",116183,69,115,21,1
"Rafael Romo",116243,68,331,1,1
"Juan Falcon",116253,71,50,14,1
"Duvan Zapata",116555,77,40,27,1
"Genki Omae",116603,68,55,2,1
"Yuki Otsu",116642,67,58,8,1
"Hiroki Sakai",116645,72,51,86,1
"Ricky van Wolfswinkel",116750,77,106,151,5
"Marcin Wodecki",116756,64,120,51,1
"Thomas Mueller",116772,86,136,198,1
"Admir Aganovic",116788,61,55,11,2
"Tadeusz Socha",116871,64,128,83,1
"Lukasz Tyminski",116872,58,125,69,1
"Krzysztof Janus",116874,62,119,39,1
"Adrian Paluchowski",116881,61,117,9,1
"Maksymilian Rogalski",116885,64,54,68,1
"Paolo Hurtado",116907,73,55,48,1
"Jiloan Hamad",117432,71,113,5,1
"Tjaronn Chery",117541,72,53,126,1
"Sean Morrison",117545,70,95,15,1
"Radoslaw Pruchnik",117556,61,45,26,1
"El-Arbi Hilal Soudani",118049,72,50,27,1
"Kheireddine Kiko Zarabi",118182,69,131,22,1
"Clemens Walch",118298,67,126,9,1
"Filip Luksik",118346,65,53,21,2
"Bigambo Rochat",118356,53,125,3,1
"Anatole Ngamukol",118359,68,50,58,1
"Bastian Schulz",118386,67,127,13,1
"Freddie Sears",118390,71,99,13,1
"Luis Pedro",118433,67,53,8,1
"Alexander Buettner",118434,75,130,80,3
"Edson Henrique",118441,70,121,31,1
"Fedor Smolov",118508,76,123,5,1
"Michu",118528,80,138,89,3
"Lukasz Hanzel",118530,65,130,116,1
"Rafik Halliche",118601,71,139,42,1
"Giancarlo Gonzalez",118616,77,56,63,1
"Pape Moussa Diakhate",118666,55,59,8,1
"Jurgen Prutsch",118713,62,123,5,1
"Eyong Enoh",118730,74,139,99,3
"Maciej Dabrowski",118822,68,52,75,1
"Wiljan Pluim",118843,68,138,86,1
"Robbin Ruiter",118848,75,379,123,1
"Anthony Lippini",118850,67,48,26,1
"Nikola Gulan",118879,68,130,16,2
"Agim Ibraimi",118883,74,54,8,1
"Peter Pawlett",118896,70,113,105,1
"Ryan Jack",118897,69,56,164,1
"Jordi Gomez",118929,74,154,88,1
"Bernard Parker",119005,73,139,3,1
"Darko Lazovic",119014,74,55,6,1
"Alex McCarthy",119079,75,368,22,1
"Ignacio Fideleff",119100,73,52,4,1
"Reginald Goreux",119117,72,126,72,1
"Moussa Gueye",119118,63,44,19,2
"Marcus Olsson",119273,69,113,10,1
"Agon Mehmeti",119305,67,108,15,2
"Zavon Hines",119351,72,112,9,1
"Aytac Sulu",119427,75,48,33,1
"Niall McGinn",119435,70,126,147,1
"Sebastian Rudy",119525,77,145,155,1
"Geoff Cameron",119541,77,129,114,1
"Luis Seijas",119542,72,71,22,1
"Milan Gajic",119702,66,128,125,1
"Rasmus Joensson",119760,70,116,3,1
"Slobodan Medojevic",119838,74,60,38,1
"Danijel Aleksic",119839,66,123,34,2
"Robert Zillner",120076,66,56,3,1
"Mickael Facchinetti",120082,63,106,118,1
"Kim Ojo",120110,75,53,8,1
"Jonny Rowell",120116,66,95,28,1
"Nahuel Valentini",120132,63,42,12,1
"Fernando Russi",120148,63,41,1,1
"Geoffrey Tulasne",120158,62,136,4,1
"Matias Cabrera",120221,74,43,18,2
"Mathis Bolly",120428,67,113,5,1
"Tobias Sana",120560,70,120,11,1
"Jonas Loessl",120598,76,379,67,1
"Douglas",120621,76,379,89,1
"Chengdong Zhang",120737,70,42,34,1
"Nabil Bahoui",120845,72,99,2,1
"Omar Kossoko",120915,66,58,12,2
"Ahmed Kashi",120917,70,121,15,1
"Aatif Chahechouhe",120919,77,50,1,1
"Nenad Krsticic",121044,73,56,56,1
"Ross Forbes",121069,68,139,35,1
"Philippe Koch",121080,66,126,193,1
"Sercan Sararer",121093,72,105,27,1
"Gianluca Frontino",121115,65,50,22,1
"Muhamed Keita",121225,73,91,6,1
"Fabio Francesco Sciacca",121286,72,147,9,1
"Alban Joinel",121488,61,312,1,1
"David Alaba",121633,85,127,127,1
"Moussa Maazou",121639,74,107,48,3
"Marc van de Maarel",121642,69,114,151,1
"Adrian Chomiuk",121643,52,101,17,1
"Juan Forlin",121716,77,98,102,1
"Luiz Carlos",121854,69,348,2,1
"Sidnei",121872,77,134,104,2
"Eduardo Gottardi",121881,76,378,127,1
"Adriano",121923,69,125,1,1
"Tcho",121953,73,113,11,1
"Wellington",121957,72,123,4,1
"Renan",121960,69,133,40,2
"Mariano",122047,77,126,138,2
"Leandro Salino",122048,76,143,78,1
"Mikkel Diskerud",122055,72,136,2,1
